run_id,machine,operation,status,month,year,n_samples,is_fault,x_mean,x_std,x_rms,x_peak,x_crest,x_kurtosis,x_min,x_max,y_mean,y_std,y_rms,y_peak,y_crest,y_kurtosis,y_min,y_max,z_mean,z_std,z_rms,z_peak,z_crest,z_kurtosis,z_min,z_max
M01_Aug_2021_OP05_001,M01,OP05,good,Aug,2021,39936,0,-5.467097355769231,316.18833916586374,316.23560042785306,2076.0,6.564725784166178,13.763028054684996,-1957.0,2076.0,32.18329326923077,159.56504304537083,162.77827658420628,1940.0,11.918052216239218,11.318158940039922,-1840.0,1940.0,-1014.0815805288462,139.72086163471596,1023.6617464493972,1848.0,1.805283831705,5.0929261563414805,-1848.0,-376.0
M01_Feb_2019_OP05_000,M01,OP05,good,Feb,2019,40800,0,5.893627643585205,318.11712646484375,318.1717224121094,2178.0,6.845360057418814,13.820828437805176,-1909.0,2178.0,29.437231063842773,135.0348358154297,138.20620727539062,648.0,4.688646138076786,3.850726842880249,-622.0,648.0,-1037.6822509765625,126.08570098876953,1045.314208984375,1551.0,1.483764390332882,4.7398786544799805,-1551.0,-501.0
M01_Feb_2019_OP05_001,M01,OP05,good,Feb,2019,40800,0,5.4729413986206055,317.9554748535156,318.0025634765625,2166.0,6.811265847420249,13.672647476196289,-1887.0,2166.0,29.145122528076172,137.0516815185547,140.1163787841797,636.0,4.539083906668945,3.6362404823303223,-636.0,636.0,-1037.6212158203125,132.00933837890625,1045.98486328125,1555.0,1.4866371919780672,4.527670383453369,-1555.0,-591.0
M01_Feb_2019_OP05_002,M01,OP05,good,Feb,2019,39600,0,6.809823036193848,316.5316162109375,316.6048583984375,2059.0,6.503374617861397,13.847086906433105,-1852.0,2059.0,28.962575912475586,134.61741638183594,137.69778442382812,831.0,6.034955489495867,4.185418605804443,-831.0,687.0,-1037.79638671875,129.35147094726562,1045.826416015625,1520.0,1.4533960671895008,4.6085124015808105,-1520.0,-599.0
M01_Feb_2020_OP05_000,M01,OP05,good,Feb,2020,41984,0,-1.7540967987804879,329.05033727259286,329.05501259635383,2336.0,7.099116897105382,12.826927366937936,-1992.0,2336.0,36.63202648628049,153.5619214640548,157.87073537620608,2682.0,16.98858242225066,38.30767522830287,-2682.0,2223.0,-1013.8661633003048,126.977264798898,1021.7865838134155,1667.0,1.631456143981241,4.903683497335109,-1667.0,-290.0
M01_Feb_2020_OP05_001,M01,OP05,good,Feb,2020,40960,0,-1.30361328125,332.7092030960893,332.71175697955414,2359.0,7.0902213417873465,12.572913119468703,-1844.0,2359.0,36.7302490234375,156.96780983143591,161.20795425971252,2359.0,14.633272972371795,31.836457613651113,-2028.0,2359.0,-1013.6818359375,128.84419355576557,1021.837409142304,1661.0,1.625503221098734,4.71435864731522,-1661.0,-222.0
M01_Feb_2020_OP05_002,M01,OP05,good,Feb,2020,41984,0,-1.6185451600609757,326.7006352436664,326.7046445293521,2397.0,7.336902122873391,13.052805184439194,-1871.0,2397.0,36.40282012195122,160.22152971399137,164.3049113591026,2518.0,15.325165749286054,36.915160942373774,-2465.0,2518.0,-1013.5348227896342,128.01912389006824,1021.5878489336077,1739.0,1.702252040111155,4.875598758800112,-1739.0,-378.0
M01_Feb_2020_OP05_003,M01,OP05,good,Feb,2020,41984,0,-1.7175828887195121,326.40101125772355,326.4055303469048,2406.0,7.371198635767279,13.129635480240287,-1973.0,2406.0,36.61085175304878,160.43713227056531,164.56131950518196,2535.0,15.404592085324,35.282175211945706,-2535.0,2480.0,-1013.4953791920732,127.91326115599887,1021.5354550984742,1686.0,1.6504566646073704,4.760578464466073,-1686.0,-421.0
M01_Feb_2021_OP05_000,M01,OP05,good,Feb,2021,41984,0,-6.288514672256097,319.14034079426455,319.2022909364256,2596.0,8.132773710314742,14.004221031746368,-1994.0,2596.0,32.88033536585366,144.3758208261231,148.07259737367954,2194.0,14.81705622049142,26.196600939837424,-1942.0,2194.0,-1013.2081030868902,127.18357180697244,1021.1593025079454,1616.0,1.5825150846015295,5.3871385570505215,-1616.0,-435.0
M01_Feb_2021_OP05_001,M01,OP05,good,Feb,2021,41984,0,-5.5592844893292686,317.6160979416913,317.66474673110855,2153.0,6.777585558848413,13.842438449592098,-2153.0,2119.0,33.77610518292683,145.61771965968043,149.48359629141058,2209.0,14.777541180462826,22.096750403940955,-2033.0,2209.0,-1013.0289872332318,127.88567677940796,1021.0692803625591,1614.0,1.5806958754325704,5.373720303715063,-1614.0,-327.0
M01_Feb_2021_OP05_002,M01,OP05,good,Feb,2021,40960,0,-8.08603515625,320.2584677298001,320.3605314597719,1969.0,6.146200316961486,13.583009052483714,-1942.0,1969.0,30.3216552734375,140.77559932400752,144.00406988538444,2028.0,14.082935306023806,20.780412206884638,-1981.0,2028.0,-1013.7854736328125,127.86739766517634,1021.8175267309572,1618.0,1.5834529724464363,4.899864765907123,-1618.0,-277.0
M01_Feb_2021_OP05_003,M01,OP05,good,Feb,2021,41984,0,-7.259003429878049,317.4066358848417,317.48963075119076,2096.0,6.60179041136177,13.941070054707547,-1850.0,2096.0,31.593083079268293,140.8325616094278,144.33271738565318,1881.0,13.032388179694685,20.082513622857093,-1881.0,1829.0,-1013.4317835365854,126.75027479472583,1021.3273775057061,1553.0,1.5205702247919262,5.158830052406961,-1553.0,-445.0
M01_Feb_2021_OP05_004,M01,OP05,good,Feb,2021,41984,0,-6.458770007621951,317.65759044198495,317.72324509770954,2248.0,7.075340047306491,13.880748174522292,-1940.0,2248.0,33.407917301829265,141.05686751282175,144.95905908557634,2035.0,14.038446529917396,20.051853285598533,-1989.0,2035.0,-1013.4477419969512,125.37926527032337,1021.173974364038,1571.0,1.538425419604314,5.200232160950349,-1571.0,-407.0
M01_Feb_2021_OP05_005,M01,OP05,good,Feb,2021,40960,0,-6.418310546875,322.05590853050865,322.1198580182344,2219.0,6.888740152972463,13.542672976642944,-1840.0,2219.0,33.5011962890625,139.0520438433265,143.0307695910383,1877.0,13.123050413325922,17.376061492007207,-1696.0,1877.0,-1013.1958740234375,126.57164410473126,1021.0711337754545,1571.0,1.538580367257235,5.091268298237948,-1571.0,-396.0
M01_Feb_2021_OP05_006,M01,OP05,good,Feb,2021,44032,0,-6.691156431686046,310.5281078059789,310.6001888472622,2233.0,7.189306639791127,14.65602457161209,-1870.0,2233.0,33.76626090116279,138.57164401823843,142.6262980700361,1842.0,12.914869311797553,17.788638100720686,-1780.0,1842.0,-1013.1353333938954,121.63684771979358,1020.4110576107884,1610.0,1.5777955246483584,5.60175790576898,-1610.0,-464.0
M01_Feb_2021_OP05_007,M01,OP05,good,Feb,2021,49248,0,-7.0699317738791425,383.8644919813356,383.9295926851383,2020.0,5.261381353472816,10.241522352074883,-2020.0,1953.0,29.132370857699804,149.86577721155385,152.6710392019837,1684.0,11.030251767475487,13.954335630718376,-1481.0,1684.0,-1013.6117405782976,163.64161747408187,1026.7362561085001,1797.0,1.7502060429919233,4.918754500462721,-1797.0,-206.0
M01_Feb_2021_OP05_008,M01,OP05,good,Feb,2021,47104,0,-6.976604959239131,384.58272754414537,384.6460026336575,1963.0,5.103393734913165,10.215809107718307,-1963.0,1948.0,29.34525730298913,149.49715137544138,152.35006529552348,1774.0,11.644235245707675,14.802846433074764,-1551.0,1774.0,-1013.5097868546196,173.44924898318703,1028.2444894201612,1793.0,1.7437487080636758,4.581162991820389,-1793.0,-140.0
M01_Aug_2019_OP06_000,M01,OP06,bad,Aug,2019,170156,1,-0.41949740052223206,338.4054260253906,338.40570068359375,2268.0,6.702014757489441,10.573908805847168,-2153.0,2268.0,34.20170211791992,235.7935028076172,238.26104736328125,1360.0,5.708024937565147,3.2170567512512207,-1360.0,1247.0,-1037.008056640625,205.2874755859375,1057.13232421875,1985.0,1.8777214115243046,2.877578020095825,-1985.0,-173.0
M01_Aug_2021_OP06_000,M01,OP06,bad,Aug,2021,176000,1,-0.7606818181818182,377.2904061432214,377.2911729745946,2141.0,5.674662312187641,7.877155583252671,-2035.0,2141.0,36.29505681818182,539.0728079710076,540.2932754006678,2500.0,4.627116630585609,4.655315013157248,-2500.0,2196.0,-1014.1739715909091,418.11502639391654,1096.9817774005471,2504.0,2.282626796165731,3.3487910133524976,-2504.0,571.0
M01_Aug_2021_OP06_001,M01,OP06,bad,Aug,2021,160000,1,-0.3475625,342.8257853309879,342.8259615132728,2055.0,5.994295154687225,9.649245267636005,-1840.0,2055.0,36.4172125,266.11751435452317,268.5977379139668,2084.0,7.758814412158287,3.589728488228427,-2078.0,2084.0,-1012.8841625,264.2769827882738,1046.7935088999166,1953.0,1.86569746888517,2.6635421178261263,-1953.0,50.0
M01_Aug_2021_OP06_002,M01,OP06,bad,Aug,2021,180000,1,-1.0005944444444443,372.67310132292437,372.6744445744689,2074.0,5.565179019366774,8.040437061895751,-2065.0,2074.0,33.99421666666667,530.3497415279612,531.4381009163302,2285.0,4.299654082121882,4.213175421266373,-2203.0,2285.0,-1014.1709444444444,415.65528655926363,1096.0438046903053,2311.0,2.1084923705699783,3.1475091116861336,-2311.0,318.0
M01_Aug_2019_OP06_000,M01,OP06,good,Aug,2019,159744,0,-1.9227576622596154,347.59615976211194,347.6014776700402,2303.0,6.625403365477395,10.583910573587428,-2030.0,2303.0,34.4914300380609,170.54936481563246,174.00213959916164,2098.0,12.057323000929975,6.8025773770598175,-2098.0,1887.0,-1015.8144406049679,145.67375371300048,1026.2065193041894,1700.0,1.656586630489027,4.125764343852651,-1700.0,-236.0
M01_Aug_2019_OP06_001,M01,OP06,good,Aug,2019,165888,0,-2.4898365162037037,345.06855088992654,345.07753346045473,2389.0,6.9230818246641235,10.804303971478289,-1994.0,2389.0,34.62401138117284,171.59150916997334,175.0499019804142,2082.0,11.893751304316346,6.402460109268681,-2082.0,1791.0,-1015.6675648630401,144.69562041829673,1025.9227187673805,1698.0,1.655095426719961,4.19221662172945,-1698.0,-247.0
M01_Aug_2019_OP06_002,M01,OP06,good,Aug,2019,165888,0,-2.2023835358796298,345.01886669589317,345.02589594022885,2258.0,6.544436306285742,10.822330091472876,-2051.0,2258.0,34.37349898726852,170.4673543401738,173.8984080673717,2223.0,12.783325763044166,6.498477495948339,-2223.0,1811.0,-1015.7403669945987,143.9819347547659,1025.8943857327847,1670.0,1.6278478791041808,4.191909003456616,-1670.0,-242.0
M01_Aug_2019_OP06_003,M01,OP06,good,Aug,2019,162816,0,-2.6671825864779874,346.8880512312736,346.8983049107913,2361.0,6.806029221178112,10.767640586706747,-1992.0,2361.0,33.76846870086478,181.9366236822036,185.04389888694266,2115.0,11.429720259473207,5.352064410367599,-2115.0,1747.0,-1016.0261829304245,159.6604762535622,1028.4943714370452,1665.0,1.618871280426755,3.8544577490988217,-1665.0,-119.0
M01_Aug_2021_OP06_000,M01,OP06,good,Aug,2021,190464,0,-2.6212355090725805,334.63467697308675,334.6449430493103,2088.0,6.239448834857579,10.59220701400513,-1961.0,2088.0,32.709105132728496,190.68066237351408,193.46576069626883,1934.0,9.996600912945414,4.8782730436855,-1838.0,1934.0,-1014.1296150453629,155.55709931558462,1025.990685756715,1992.0,1.9415380935264621,4.03718152184279,-1992.0,-259.0
M01_Feb_2019_OP06_000,M01,OP06,good,Feb,2019,188400,0,0.9398407936096191,327.4449462890625,327.4463195800781,2020.0,6.168950081926336,11.482004165649414,-1871.0,2020.0,31.139284133911133,146.42515563964844,149.6996307373047,993.0,6.633282895283371,4.048404216766357,-726.0,993.0,-1037.698974609375,125.86668395996094,1045.304443359375,1631.0,1.5603109796016272,4.43109130859375,-1631.0,-388.0
M01_Feb_2019_OP06_001,M01,OP06,good,Feb,2019,190800,0,0.863611102104187,327.0779724121094,327.0791320800781,2014.0,6.157531320301157,11.347319602966309,-1971.0,2014.0,30.407981872558594,145.4449462890625,148.58961486816406,976.0,6.568426742783839,3.9703664779663086,-774.0,976.0,-1037.815673828125,130.69126892089844,1046.01220703125,1608.0,1.5372669546216495,4.223670959472656,-1608.0,-400.0
M01_Feb_2019_OP06_002,M01,OP06,good,Feb,2019,186000,0,0.9420430064201355,328.05792236328125,328.0592956542969,2035.0,6.203146891299942,11.33666706085205,-1928.0,2035.0,30.316204071044922,146.232177734375,149.3416290283203,1005.0,6.729536878223134,4.08903694152832,-720.0,1005.0,-1037.8553466796875,126.0870590209961,1045.4862060546875,1612.0,1.5418663495170775,4.391222953796387,-1612.0,-316.0
M01_Feb_2020_OP06_000,M01,OP06,good,Feb,2020,189440,0,1.057791385135135,353.0474782560792,353.0490629156112,2233.0,6.324899948916592,9.937933602375145,-1944.0,2233.0,39.230922719594595,181.84141338050918,186.02517280640282,2404.0,12.922982216508155,6.6183906314330745,-2231.0,2404.0,-1013.7445945945946,168.40740157649785,1027.6376579200992,1844.0,1.7944067987272754,3.628371439782723,-1844.0,39.0
M01_Feb_2020_OP06_001,M01,OP06,good,Feb,2020,189440,0,1.3167915962837837,353.7908733712554,353.79332387836786,2242.0,6.337033088761129,9.857952894781091,-1936.0,2242.0,38.963888302364865,176.62734736502085,180.8740015282542,2420.0,13.379479524711977,7.083809970586694,-2348.0,2420.0,-1013.8671030405405,167.7987565177553,1027.6589537958218,1762.0,1.714576604905521,3.6576374773020515,-1762.0,-39.0
M01_Feb_2020_OP06_002,M01,OP06,good,Feb,2020,189440,0,1.1555268158783785,357.1339945288143,357.13586390942226,2194.0,6.143320292684042,9.640051922641774,-2008.0,2194.0,38.49937711148649,188.96244711193526,192.84451886559643,2465.0,12.782318183064302,6.194913590681093,-2465.0,2332.0,-1013.4750897381757,171.14167731549384,1027.8235409028944,1774.0,1.7259772027031264,3.691983718492623,-1774.0,62.0
M01_Feb_2020_OP06_003,M01,OP06,good,Feb,2020,189440,0,1.2339210304054054,357.1151850671282,357.1173168114906,2393.0,6.700879199490567,9.674964317341027,-2032.0,2393.0,38.76064717060811,187.54025542000784,191.50387769464655,2500.0,13.054565944540595,6.714580618304834,-2455.0,2500.0,-1013.5869087837838,170.4347295265521,1027.816335094289,1801.0,1.7522585879458528,3.69449201136919,-1801.0,165.0
M01_Feb_2021_OP06_000,M01,OP06,good,Feb,2021,191488,0,-1.8226155163770053,336.59631625845327,336.6012508088483,2080.0,6.179418510780301,10.833804958971902,-1950.0,2080.0,35.222181024398395,176.2691251769982,179.75373856134325,2328.0,12.951051914870412,6.369195943541273,-2121.0,2328.0,-1013.058040190508,178.68835945054656,1028.6963218548808,1950.0,1.8956031615665565,3.2047995032339744,-1950.0,-165.0
M01_Feb_2021_OP06_001,M01,OP06,good,Feb,2021,191488,0,-2.0536064923128343,336.3517215312032,336.35799065375176,2012.0,5.981722022091518,10.837045392649733,-1965.0,2012.0,36.368028283756686,178.17240188281323,181.8461940045456,2129.0,11.70769623007222,6.14724645684132,-2004.0,2129.0,-1013.0441228693181,186.4153777389599,1030.0529539483032,1916.0,1.8600985441144233,3.107475756534346,-1916.0,-167.0
M01_Feb_2021_OP06_002,M01,OP06,good,Feb,2021,190464,0,-3.6011529737903225,333.079236647251,333.09870337222276,2000.0,6.004226314159771,11.010092727766832,-1887.0,2000.0,31.510400915658604,162.73718292336588,165.7597540770937,2063.0,12.445723097782308,7.232517697997543,-2033.0,2063.0,-1013.7598076276881,170.65265297031397,1028.0229936762767,1873.0,1.8219436836738747,3.3028099162698954,-1873.0,-284.0
M01_Feb_2021_OP06_003,M01,OP06,good,Feb,2021,190464,0,-2.822921917002688,336.6253632122206,336.6371994386671,2174.0,6.45799098740449,11.014854447486048,-1942.0,2174.0,33.02660870295699,163.31914029465062,166.62502353788886,2057.0,12.34508452766855,6.833494641606152,-1928.0,2057.0,-1013.4522219422043,174.44971883607326,1028.3569956788235,1928.0,1.8748353034028982,3.359892531703485,-1928.0,-103.0
M01_Feb_2021_OP06_004,M01,OP06,good,Feb,2021,190464,0,-2.305821572580645,336.6492886443373,336.6571852164497,2108.0,6.261562481266178,10.911480832508863,-2032.0,2108.0,35.65273227486559,173.34478230772498,176.97324902926943,2043.0,11.544117606509616,5.98546581857284,-2043.0,1994.0,-1013.2847624747984,185.6175127119699,1030.1455581076816,1948.0,1.8909949032623743,3.132091625053051,-1948.0,-97.0
M01_Feb_2021_OP06_005,M01,OP06,good,Feb,2021,190464,0,-2.197984921034946,336.9332071684827,336.940376373258,2110.0,6.262235540636336,10.855856270185702,-1924.0,2110.0,35.45725701444893,176.75247398304188,180.27383097420042,1996.0,11.07204517268873,5.895092168902796,-1840.0,1996.0,-1013.0978557627689,185.56980334657104,1029.9531141101545,1991.0,1.9330977038893253,3.1868313712766265,-1991.0,-103.0
M01_Feb_2021_OP06_006,M01,OP06,good,Feb,2021,192512,0,-2.428259017619681,334.2712093712002,334.28002910186154,2121.0,6.34497970368936,11.11149408334082,-1924.0,2121.0,36.097354970079785,180.29986020261066,183.8778361437748,2057.0,11.18677510644417,6.093555572484995,-1864.0,2057.0,-1012.9374584441489,181.77235320107013,1029.1178178943103,1864.0,1.8112600594302717,3.219363240627281,-1864.0,-81.0
M01_Aug_2019_OP07_000,M01,OP07,bad,Aug,2019,32199,1,-1.7638436555862427,445.2774963378906,445.281005859375,2559.0,5.746932760047175,7.6925048828125,-2276.0,2559.0,33.996707916259766,212.73974609375,215.43902587890625,1352.0,6.275557524846639,4.409903049468994,-1128.0,1352.0,-1032.7716064453125,182.545654296875,1048.7802734375,1873.0,1.785884085959229,3.253927707672119,-1873.0,-220.0
M01_Aug_2021_OP07_000,M01,OP07,bad,Aug,2021,42000,1,-0.2363095238095238,579.2643460547092,579.2643942556637,2723.0,4.7007895306580485,4.609572916172846,-2188.0,2723.0,29.295761904761903,343.7742310090273,345.02023646654203,2129.0,6.1706525443369395,5.387544973775351,-1838.0,2129.0,-1015.2703333333334,364.70873397023905,1078.7892798785833,2742.0,2.5417382719159107,5.621892529230156,-2742.0,1450.0
M01_Aug_2021_OP07_001,M01,OP07,bad,Aug,2021,46000,1,-1.2635,581.1268521460192,581.1282257104634,3050.0,5.24841139194572,4.70530039413488,-3050.0,2529.0,30.706108695652173,393.3722175785726,394.5688364201018,4026.0,10.203542774760532,8.83013072264993,-3724.0,4026.0,-1014.1222608695653,459.2510831305982,1113.263453701695,4040.0,3.628970291413644,4.658255025307472,-4040.0,1768.0
M01_Feb_2019_OP07_000,M01,OP07,bad,Feb,2019,37511,1,-0.7727599740028381,471.1910400390625,471.1916809082031,2233.0,4.739048014803618,6.456358432769775,-2039.0,2233.0,31.71491050720215,244.55856323242188,246.60643005371094,1438.0,5.831153711956348,5.243949890136719,-1438.0,1397.0,-1037.5311279296875,220.0895538330078,1060.617919921875,2201.0,2.075205367227932,3.7986228466033936,-2201.0,-115.0
M01_Aug_2019_OP07_000,M01,OP07,good,Aug,2019,49152,0,-4.787251790364583,412.2694830741592,412.29727679665655,2279.0,5.5275650077213445,9.131237856825168,-1969.0,2279.0,34.91351318359375,194.17756697824078,197.2913604809145,2153.0,10.912794127182655,10.672245132039246,-2153.0,1994.0,-1015.8857014973959,142.08644573693292,1025.7740085267371,1717.0,1.6738579703984047,4.269509023367639,-1717.0,-148.0
M01_Aug_2019_OP07_001,M01,OP07,good,Aug,2019,50176,0,-4.895547672193878,409.3800547759414,409.40932529116077,2223.0,5.429773731751379,9.180973675072375,-2059.0,2223.0,34.65732621173469,181.9362457403365,185.20779620262937,2317.0,12.510272502055212,12.59703357477677,-2215.0,2317.0,-1015.8758370535714,138.99332710231414,1025.3403636296903,1750.0,1.7067503261112484,4.28202088037715,-1750.0,-156.0
M01_Aug_2019_OP07_002,M01,OP07,good,Aug,2019,50176,0,-4.766860650510204,410.5570891607379,410.5847615542977,2531.0,6.164378800661574,9.284104888152692,-2071.0,2531.0,33.982003348214285,185.99649428272468,189.07530890367914,2156.0,11.402863824479237,11.901562716406076,-2059.0,2156.0,-1015.9054328762755,138.72619635449684,1025.333509694538,1953.0,1.904746096303658,4.438020658575033,-1953.0,-193.0
M01_Aug_2019_OP07_003,M01,OP07,good,Aug,2019,50176,0,-4.626255580357143,408.85584428557115,408.8820167813229,2258.0,5.522375422071001,9.156174634944893,-2002.0,2258.0,34.70752949617347,195.0247327510878,198.08901783885184,2043.0,10.313545002590748,8.940513781211902,-1821.0,2043.0,-1015.8102877869898,137.18509838280713,1025.0318492574695,1864.0,1.8184800807411758,4.417616678335051,-1864.0,-126.0
M01_Aug_2019_OP07_004,M01,OP07,good,Aug,2019,50176,0,-4.725924744897959,410.9004304717871,410.9276069170753,2166.0,5.271001421029121,9.122910451170823,-2098.0,2166.0,34.63277264030612,196.8215315244176,199.84530070124853,2332.0,11.669025950658398,10.291813382723419,-2010.0,2332.0,-1015.7816485969388,138.53159964573834,1025.1845500819459,1850.0,1.8045531410438485,4.34139981292397,-1850.0,-210.0
M01_Aug_2019_OP07_005,M01,OP07,good,Aug,2019,49152,0,-4.762105305989583,414.7915905419699,414.8189258354572,2162.0,5.211912633073985,8.854168815910231,-1856.0,2162.0,34.641886393229164,191.41895049723357,194.52833958666216,2215.0,11.386515737020519,11.699989016422775,-2088.0,2215.0,-1016.0526326497396,137.11804228594983,1025.2630442158725,1791.0,1.746868776851084,4.391176611196603,-1791.0,-122.0
M01_Aug_2019_OP07_006,M01,OP07,good,Aug,2019,50176,0,-4.259745695153061,410.7097185240616,410.73180826848716,2174.0,5.2929915731749215,9.044857474253087,-2100.0,2174.0,34.22381218112245,189.20003296794604,192.27043921331384,2301.0,11.967518300861437,12.217742979200736,-2033.0,2301.0,-1015.4434789540817,135.88749459294965,1024.4954222138415,1832.0,1.7881973508883178,4.467771955041118,-1832.0,-128.0
M01_Aug_2019_OP07_007,M01,OP07,good,Aug,2019,49152,0,-4.560546875,412.36995103668164,412.3951686256694,2192.0,5.315290204065596,9.019959042720513,-1992.0,2192.0,33.87115478515625,187.437310647684,190.473096654925,2459.0,12.909959690816097,12.193258069445662,-2129.0,2459.0,-1015.7420450846354,140.2474634379016,1025.378590157549,1784.0,1.7398451821837717,4.40081184751515,-1784.0,-224.0
M01_Aug_2019_OP07_008,M01,OP07,good,Aug,2019,50176,0,-4.564732142857143,410.91398332624374,410.93933673058916,2277.0,5.540963827205464,9.096630855867465,-1946.0,2277.0,34.12788982780612,186.72542540640637,189.81859065250245,2248.0,11.842886369941361,12.725886252492362,-2073.0,2248.0,-1015.5603475765306,136.72274719138844,1024.722366872766,1768.0,1.7253453785687909,4.450394130252914,-1768.0,-99.0
M01_Aug_2019_OP07_009,M01,OP07,good,Aug,2019,50176,0,-4.842853156887755,409.2412449424477,409.2698984640131,2219.0,5.421850002474872,9.112303532584287,-2028.0,2219.0,33.26642219387755,189.17896071882143,192.08158168922571,1877.0,9.771889545541393,8.443183257277164,-1686.0,1877.0,-1015.9930444834183,138.0204640217168,1025.3250776838804,1793.0,1.748713689955024,4.410808716766278,-1793.0,-68.0
M01_Aug_2019_OP07_010,M01,OP07,good,Aug,2019,49152,0,-4.096516927083333,414.1971547490291,414.21741205932545,2205.0,5.323291430549987,8.929600946432169,-1932.0,2205.0,34.975056966145836,191.39338091409502,194.56279415014842,2196.0,11.286844484281502,10.855102842716141,-2020.0,2196.0,-1015.7352294921875,139.32516116839423,1025.2460958063414,1801.0,1.7566514101997524,4.378654238025764,-1801.0,-70.0
M01_Aug_2019_OP07_011,M01,OP07,good,Aug,2019,50176,0,-4.219447544642857,410.2948544636066,410.3165501620598,2213.0,5.393396876450504,9.080783961115479,-2151.0,2213.0,33.63745615433673,189.49109698440745,192.45351203053954,2071.0,10.76104030604213,9.940110643240496,-1905.0,2071.0,-1015.6988002232143,139.6402377020555,1025.2528706423423,1870.0,1.8239402722456228,4.395813594091795,-1870.0,-204.0
M01_Aug_2019_OP07_012,M01,OP07,good,Aug,2019,50176,0,-4.380141900510204,408.4195406062536,408.4430275963734,2041.0,4.997024951095339,9.170571043002449,-2018.0,2041.0,34.35640545280612,188.0036654342222,191.11708665721272,2125.0,11.118838389428761,11.096721505662998,-1979.0,2125.0,-1015.9631497130102,137.7903913255268,1025.2645090494561,1823.0,1.7780777388755424,4.405005474359715,-1823.0,-175.0
M01_Aug_2019_OP07_013,M01,OP07,good,Aug,2019,49152,0,-4.04266357421875,412.34648001255596,412.3662967648054,2248.0,5.4514639475547515,8.966008973238852,-1991.0,2248.0,34.798380533854164,192.80138775713013,195.91657002115508,2231.0,11.387500300556999,10.777232605831898,-2098.0,2231.0,-1015.858642578125,139.58213642079284,1025.4033130961025,1729.0,1.6861658021949022,4.217482475315044,-1729.0,-169.0
M01_Aug_2019_OP07_014,M01,OP07,good,Aug,2019,49152,0,-3.8749593098958335,414.11400302479393,414.1321320676197,2174.0,5.249532290928414,8.954918286847581,-2057.0,2174.0,34.685384114583336,191.79472412553875,194.90585438505357,1825.0,9.363495035888214,7.8221771856133415,-1733.0,1825.0,-1016.0989379882812,137.5834182524871,1025.3712736170016,1784.0,1.7398575968555587,4.25235936740487,-1784.0,-286.0
M01_Aug_2019_OP07_015,M01,OP07,good,Aug,2019,50176,0,-4.460160235969388,409.28508798900265,409.309389434809,2235.0,5.460417126238366,9.161635912180035,-2041.0,2235.0,34.543666294642854,182.39828325889744,185.64050909450938,2223.0,11.97475707669102,12.959341591669514,-2039.0,2223.0,-1015.7994459502551,137.76506446403053,1025.098886634662,1840.0,1.7949487839564526,4.5036443401506885,-1840.0,-128.0
M01_Aug_2021_OP07_000,M01,OP07,good,Aug,2021,50176,0,-4.543965242346939,415.72071585190736,415.7455486334711,2084.0,5.01268145107019,8.851102110642794,-2032.0,2084.0,34.19029017857143,207.45373085250222,210.25229222797392,1887.0,8.974931878288155,6.588084674240542,-1741.0,1887.0,-1014.3366948341836,145.8011474815374,1024.7618772642106,1624.0,1.5847584068364888,4.023264301950983,-1624.0,-316.0
M01_Aug_2021_OP07_001,M01,OP07,good,Aug,2021,51200,0,-3.74947265625,420.5914185026619,420.60813099996204,2090.0,4.968995713495107,8.196512245342667,-2090.0,2078.0,32.03380859375,218.87047184767235,221.20227923745213,1825.0,8.250367068057797,5.881644429689243,-1760.0,1825.0,-1013.99484375,147.9980634004651,1024.738488552994,1856.0,1.81119380284116,4.5751221879826165,-1856.0,-93.0
M01_Aug_2021_OP07_002,M01,OP07,good,Aug,2021,50176,0,-3.9677335778061225,419.89360581188095,419.9123517014565,2235.0,5.322539313130302,8.410464057313566,-1848.0,2235.0,31.934630102040817,200.3486508650223,202.87780189855363,2065.0,10.178540878674228,8.034969249033297,-1928.0,2065.0,-1014.1452686543367,146.73051173873543,1024.7050644010149,1702.0,1.6609657345598208,4.506690098149942,-1702.0,-101.0
M01_Feb_2019_OP07_000,M01,OP07,good,Feb,2019,49200,0,4.242438793182373,407.9537353515625,407.9757995605469,2176.0,5.3336496977121906,9.387974739074707,-1981.0,2176.0,29.959897994995117,167.52052307128906,170.17849731445312,1579.0,9.278493023018935,6.224067687988281,-1229.0,1579.0,-1037.6136474609375,142.7829132080078,1047.3914794921875,1791.0,1.709962354160395,4.4812493324279785,-1791.0,-11.0
M01_Feb_2019_OP07_001,M01,OP07,good,Feb,2019,50400,0,4.522698402404785,401.76513671875,401.7905578613281,2022.0,5.0324726662637564,9.542835235595703,-2022.0,2006.0,29.82261848449707,166.12408447265625,168.77972412109375,1649.0,9.77013091227059,6.18818473815918,-1376.0,1649.0,-1037.529052734375,134.07391357421875,1046.1558837890625,1911.0,1.8266876185588772,4.917643070220947,-1911.0,23.0
M01_Feb_2019_OP07_002,M01,OP07,good,Feb,2019,50400,0,4.837103366851807,402.0829772949219,402.1120910644531,2133.0,5.304491079473929,9.563003540039062,-2133.0,1992.0,29.788433074951172,171.18809509277344,173.760498046875,1616.0,9.300157505096786,6.419051170349121,-1462.0,1616.0,-1037.944580078125,135.47596740722656,1046.74853515625,1893.0,1.8084572716573504,4.754446506500244,-1893.0,-29.0
